Solver,Time (s),Iterations,Residual,Relative Error,Experiment,Experiment Number,Run,m,n,Condition Parameter,Sparsity,Sparsity Pattern,Spectrum,Lambda
LSMR,4.548532705986872,223,16.375901315383253,0.16805898812897374,Spectrum,1,1,20000,5000,1000,0.95,random,linear,1.0
LSMR,5.427546760998666,223,16.294650115114802,0.17713502234998085,Spectrum,1,2,20000,5000,1000,0.95,random,linear,1.0
LSMR,4.594907849095762,223,15.919363825721561,0.17191391143670415,Spectrum,1,3,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.7046604291535914,222,16.257861694630293,0.17679286358354068,Spectrum,1,4,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.7339151569176465,223,16.339547897522145,0.1617331963947852,Spectrum,1,5,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.7323203440755606,223,16.033633348733325,0.1688193939959735,Spectrum,1,6,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.6576403439976275,221,16.39247512170329,0.16280530243416663,Spectrum,1,7,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.691577967023477,222,16.154577425064154,0.15990739529774878,Spectrum,1,8,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.7091924741398543,223,16.39207693100068,0.1794174802216484,Spectrum,1,9,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.719647425925359,222,15.838876489939233,0.16039302486391108,Spectrum,1,10,20000,5000,1000,0.95,random,linear,1.0
LSMR,2.6600813039112836,216,19.45103494385431,0.6573059815092649,Spectrum,2,1,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.6420441928785294,215,19.284458454389025,0.6621585415829284,Spectrum,2,2,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.6551104048267007,216,19.546887215758723,0.6610947001125509,Spectrum,2,3,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.6011925861239433,214,19.693819073341572,0.654627863329948,Spectrum,2,4,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.6492382341530174,215,19.857025843944285,0.6541013666501118,Spectrum,2,5,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.637226934079081,215,19.62455001973098,0.6553862452207424,Spectrum,2,6,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.65084978681989,215,19.60858926597817,0.6552024287778314,Spectrum,2,7,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.6568869028706104,216,19.693102636753185,0.6472442000610708,Spectrum,2,8,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.6402290768455714,216,19.558885766840305,0.6715700112821152,Spectrum,2,9,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.629956838907674,214,19.481672459281324,0.6603033973044751,Spectrum,2,10,20000,5000,1000,0.95,random,exponential,1.0
LSMR,2.7233730738516897,222,18.199423581377854,0.3963558344687319,Spectrum,3,1,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.736424033064395,222,18.012511823776382,0.40142378563677994,Spectrum,3,2,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.7374970610253513,223,18.09541443682691,0.392883383956459,Spectrum,3,3,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,5.413116794079542,221,18.006700431175354,0.39779352461864853,Spectrum,3,4,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.712907626060769,222,18.213526386862682,0.38923624511737664,Spectrum,3,5,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.7297507729381323,222,18.27801475841248,0.39106523217747685,Spectrum,3,6,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.6916150839533657,221,18.38891200475767,0.392280356746133,Spectrum,3,7,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.679625923046842,221,18.404998301823447,0.3763366941242858,Spectrum,3,8,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.6897593790199608,222,19.012999567333484,0.3971832892673951,Spectrum,3,9,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.689370066858828,222,18.273779542051507,0.38870196652570105,Spectrum,3,10,20000,5000,1000,0.95,random,polynomial,1.0
LSMR,2.5135246738791466,207,16.711238319939877,0.5943028591014331,Spectrum,4,1,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.500633297022432,206,16.27309868903568,0.6024173412932157,Spectrum,4,2,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.516884150216356,207,16.670012408758893,0.5976722976585817,Spectrum,4,3,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.507859722012654,206,16.5678078047439,0.593901773886832,Spectrum,4,4,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.5294215050525963,206,16.608254480548947,0.5909039597988537,Spectrum,4,5,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.514874394983053,206,16.48808443182171,0.5938690730686667,Spectrum,4,6,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.527117206947878,206,16.689025495704364,0.5959031226050973,Spectrum,4,7,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.5236014309339225,206,16.94349604141197,0.5851370120992243,Spectrum,4,8,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.5657097978983074,207,16.721877746190792,0.6165109055232868,Spectrum,4,9,20000,5000,1000,0.95,random,clustered,1.0
LSMR,2.5373284921515733,206,16.23170045131129,0.6018122608134466,Spectrum,4,10,20000,5000,1000,0.95,random,clustered,1.0
