Solver,Time (s),Iterations,Residual,Relative Error,Experiment,Experiment Number,Run,m,n,Condition Parameter,Sparsity,Sparsity Pattern,Spectrum,Lambda
LSQR,22.120156665798277,1835,5.641855632273766,0.3531896949363555,Lambda,5,8,20000,5000,1000,0.95,random,exponential,0.01
LSQR,21.938387494999915,1832,5.866056998114283,0.3731505050959583,Lambda,5,9,20000,5000,1000,0.95,random,exponential,0.01
LSQR,22.011676001828164,1830,5.456987228100133,0.3613545621590314,Lambda,5,10,20000,5000,1000,0.95,random,exponential,0.01
LSQR,7.9308083057403564,665,8.110281468162972,0.5265873055668874,Lambda,6,1,20000,5000,1000,0.95,random,exponential,0.1
LSQR,7.988164702896029,663,7.895026021406308,0.531155118858607,Lambda,6,2,20000,5000,1000,0.95,random,exponential,0.1
LSQR,8.010294782929122,667,7.992120552079709,0.5264163557210793,Lambda,6,3,20000,5000,1000,0.95,random,exponential,0.1
LSQR,7.9427476790733635,659,7.929799222716547,0.5234875565322505,Lambda,6,4,20000,5000,1000,0.95,random,exponential,0.1
LSQR,7.963394586928189,663,8.02714524179758,0.5192356062745075,Lambda,6,5,20000,5000,1000,0.95,random,exponential,0.1
LSQR,8.037535184063017,664,7.991978054890674,0.5237163425291511,Lambda,6,6,20000,5000,1000,0.95,random,exponential,0.1
LSQR,7.922480653971434,659,8.077674744638776,0.5238352112600235,Lambda,6,7,20000,5000,1000,0.95,random,exponential,0.1
LSQR,7.99334958801046,664,8.026291093895814,0.5124028106530555,Lambda,6,8,20000,5000,1000,0.95,random,exponential,0.1
LSQR,8.01199363078922,665,8.356235309267118,0.5372672158831492,Lambda,6,9,20000,5000,1000,0.95,random,exponential,0.1
LSQR,7.934416359756142,657,7.880214804400382,0.5261752990774309,Lambda,6,10,20000,5000,1000,0.95,random,exponential,0.1
LSQR,2.800235233269632,232,19.451034917816028,0.657305588886923,Lambda,7,1,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.7980788447894156,231,19.284458427036757,0.6621581398416199,Lambda,7,2,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.804081693291664,233,19.54688718793699,0.661094286211022,Lambda,7,3,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.8479184047318995,231,19.693819047035156,0.6546274544792844,Lambda,7,4,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.830129873007536,232,19.857025811412967,0.6541009533225072,Lambda,7,5,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.8642294970341027,233,19.624549989648187,0.6553858393465081,Lambda,7,6,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.8218521350063384,231,19.608589236834188,0.6552020275744893,Lambda,7,7,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.838742495048791,232,19.69310261101128,0.6472437910092371,Lambda,7,8,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.8404318569228053,233,19.558885740096617,0.6715696210536943,Lambda,7,9,20000,5000,1000,0.95,random,exponential,1.0
LSQR,2.8107410399243236,230,19.48167243523926,0.6603029919881657,Lambda,7,10,20000,5000,1000,0.95,random,exponential,1.0
