Lambda,Lambda Multiplier,CG,LSMR,LSQR,PCG,LSMR_vs_LSQR_Time_Ratio,LSMR_Faster_Than_LSQR,LSMR_vs_CG_Time_Ratio,LSMR_Faster_Than_CG,LSMR_vs_PCG_Time_Ratio,LSMR_Faster_Than_PCG
27.647788316042057,0.001,115.706755187052,120.38110421132296,152.79502991229916,159.39967542514205,0.7878600781741327,True,1.040398237913719,False,0.7552154914384179,True
276.47788316042056,0.01,45.65885172877461,46.82951185960943,54.66988054274892,73.24327398122598,0.8565870529567238,True,1.0256392810267951,False,0.6393694507923412,True
2764.778831604206,0.1,17.441605938288074,17.667805670760572,19.5801861747168,32.87302927890172,0.9023308314388953,True,1.0129689739163261,False,0.5374559649146776,True
27647.788316042057,1.0,6.612654462146263,6.672335967266311,7.066564800683409,13.373569739982486,0.9442120967490495,True,1.0090253476061226,False,0.49891959267376945,True
276477.8831604206,10.0,2.5552930156700313,2.524186269224932,2.6426301246198514,4.200950670676927,0.9551795560447727,True,0.9878265442536958,True,0.6008607258457032,True
2764778.8316042055,100.0,1.035854815505445,1.052274772276481,1.0576204249324899,1.3123028338886797,0.9949455848903919,True,1.015851600557578,False,0.8018536157224694,True
27647788.31604206,1000.0,0.48163107006500167,0.49143645198394853,0.49581639453147847,0.6043248316273093,0.9911662006423391,True,1.0203586988638909,False,0.8131991708178231,True
